rainfall_24h,rainfall_72h,elevation,slope,twi,ndwi,ndvi,drainage_capacity,urbanization_index,infrastructure_decay,disaster_unpreparedness,flow_accumulation,roughness,flood_probability,flood_target
0.0,38.51,8.0,0.12,10.54,0.379,0.818,2.5,2,6,5,1.0,0.06,0.2455,0
12.54,33.45,219.0,4.63,4.28,0.302,0.832,7.0,4,5,4,1.0,0.06,0.1532,0
0.0,42.21,11.0,0.85,1.24,0.195,0.572,6.5,9,5,5,1.0,0.06,0.2593,0
20.89,83.57,15.0,0.23,0.75,0.148,0.324,4.5,5,3,1,1.0,0.06,0.3415,0
0.0,64.12,72.0,0.42,4.0,0.28,0.832,7.5,3,9,7,2.0,0.1,0.218,0
0.0,0.0,15.0,0.23,2.76,0.159,0.445,4.0,8,2,5,1.0,0.013,0.1893,0
10.35,72.42,106.0,1.0,0.1,0.337,0.629,6.5,5,9,3,2.0,0.06,0.2315,0
22.87,60.98,132.0,1.92,0.13,0.293,0.732,6.5,6,3,7,1.0,0.1,0.2393,0
34.09,45.55,7.0,0.12,5.73,0.083,0.259,4.5,1,3,1,1.0,0.06,0.299,1
16.17,97.03,37.0,0.74,0.27,0.306,0.638,4.5,7,6,2,3.0,0.06,0.3638,0
0.0,73.42,332.0,0.93,0.28,0.315,0.882,1.5,9,4,4,1.0,0.06,0.2037,0
0.0,0.0,25.0,0.78,4.4,0.194,0.62,6.0,3,7,3,8.0,0.06,0.152,0
21.24,63.71,203.0,0.7,0.05,0.263,0.676,7.5,2,2,3,2.0,0.06,0.168,0
0.0,23.4,39.0,0.59,0.37,0.343,0.759,3.0,3,3,5,1.0,0.013,0.154,0
0.0,83.74,16.0,0.23,0.97,0.28,0.834,4.0,5,3,5,1.0,0.06,0.2834,0
17.55,43.87,154.0,1.41,1.34,0.274,0.662,5.5,4,5,3,1.0,0.06,0.1787,0
0.0,49.02,11.0,1.25,8.66,0.336,0.418,6.0,6,7,8,3.0,0.06,0.2954,0
16.15,48.35,391.0,0.37,0.29,0.248,0.732,3.0,3,3,7,2.0,0.06,0.1491,0
26.19,104.76,18.0,0.48,0.83,0.446,0.824,6.5,10,6,4,4.0,0.013,0.4766,0
48.47,48.47,71.0,1.92,1.01,0.308,0.807,7.5,6,7,5,1.0,0.06,0.3287,0
9.67,87.04,34.0,1.05,0.04,0.236,0.692,8.0,6,7,4,2.0,0.06,0.3102,0
0.0,67.1,1255.0,1.48,0.4,0.375,0.873,5.0,3,5,6,1.0,0.06,0.1446,0
29.83,29.83,5.0,0.12,1.44,-0.164,-0.18,7.5,3,4,8,1.0,0.06,0.2495,1
0.0,95.9,75.0,0.47,2.44,0.303,0.206,4.5,2,6,5,2.0,0.06,0.2474,0
10.49,52.43,30.0,1.74,0.87,0.305,0.741,7.0,7,5,3,2.0,0.06,0.2678,0
25.24,100.98,8.0,0.46,0.61,0.37,0.724,4.0,2,10,5,1.0,0.06,0.3542,0
46.32,46.32,13.0,0.23,3.44,0.183,0.289,4.5,6,3,9,1.0,0.06,0.3795,0
0.0,16.36,319.0,0.0,4.31,-0.063,0.037,3.5,7,5,4,1.0,0.013,0.1353,0
8.95,53.68,23.0,0.93,1.26,0.309,0.678,5.5,2,6,5,1.0,0.06,0.2178,0
0.0,13.42,1.0,0.26,4.61,0.156,0.398,7.0,6,2,5,1.0,0.06,0.2086,1
7.18,78.96,5.0,0.85,5.29,0.094,0.387,6.0,5,3,3,1.0,0.06,0.3383,1
38.05,38.05,7.0,0.35,5.61,-0.036,-0.005,3.5,5,3,7,1.0,0.013,0.3466,1
0.0,0.0,4.0,0.12,2.62,0.107,0.619,5.0,3,3,7,2.0,0.06,0.1509,1
10.61,106.07,5.0,0.62,2.48,0.257,0.394,4.5,1,5,6,4.0,0.06,0.3264,1
13.4,66.98,24.0,0.37,1.3,0.285,0.198,7.5,5,4,1,1.0,0.06,0.2857,0
7.87,62.99,5.0,0.35,0.34,0.328,0.525,7.5,4,5,5,1.0,0.06,0.2557,1
21.48,85.91,5.0,0.12,5.38,0.312,0.608,4.5,5,6,4,1.0,0.06,0.3985,0
18.8,75.22,9.0,0.46,1.92,0.278,0.633,5.5,6,6,2,1.0,0.06,0.3458,0
0.0,39.85,5.0,0.74,8.21,0.388,0.742,2.0,4,4,5,1.0,0.013,0.2545,0
45.66,56.68,16.0,1.31,4.17,0.237,0.538,1.5,3,6,2,1.0,0.06,0.3628,0
0.0,70.31,103.0,2.87,2.99,0.252,0.822,4.0,2,8,6,1.0,0.013,0.1957,0
9.02,27.06,394.0,0.0,3.16,0.01,0.452,4.5,3,5,4,1.0,0.06,0.1278,0
10.54,21.07,319.0,0.0,3.4,-0.059,0.118,4.5,4,9,5,1.0,0.06,0.1316,0
0.0,53.49,30.0,0.12,2.25,0.3,0.63,5.0,7,4,6,1.0,0.1,0.2534,0
0.0,0.0,8.0,0.33,5.66,0.109,0.189,5.5,8,6,7,1.0,0.06,0.2112,0
23.84,71.53,171.0,1.85,3.85,0.264,0.706,6.0,1,8,3,1.0,0.06,0.2119,0
12.71,88.98,18.0,0.12,1.85,0.413,0.818,7.0,4,3,4,1.0,0.06,0.323,0
11.22,89.8,14.0,0.16,1.78,0.226,0.416,5.0,1,7,6,1.0,0.06,0.2843,1
33.02,33.02,123.0,0.89,0.91,0.279,0.733,6.0,4,4,7,3.0,0.06,0.2068,0
0.0,15.91,3.0,0.0,2.37,0.12,0.619,5.0,8,5,3,1.0,0.06,0.2166,1
42.68,42.68,49.0,1.3,4.64,0.333,0.588,5.0,7,5,5,4.0,0.06,0.3603,0
12.3,61.48,15.0,0.94,3.25,0.326,0.69,6.5,3,8,3,1.0,0.06,0.2695,0
0.0,0.0,9.0,0.0,2.37,0.17,0.555,5.5,7,5,3,5.0,0.1,0.1806,0
25.92,103.68,16.0,0.35,0.56,0.362,0.79,3.0,7,4,2,1.0,0.06,0.4274,0
5.84,35.06,15.0,0.42,0.37,0.139,0.214,5.5,4,3,5,1.0,0.013,0.2002,0
0.0,41.14,5.0,0.42,1.91,0.392,0.565,1.0,2,3,2,1.0,0.06,0.1924,0
0.0,25.43,453.0,4.31,0.26,0.111,0.567,1.5,8,6,8,1.0,0.06,0.1333,0
0.0,25.21,36.0,1.09,1.44,0.244,0.558,7.5,3,4,6,1.0,0.06,0.1631,0
21.5,85.99,1.0,0.12,3.61,0.235,0.679,5.0,8,2,5,4.0,0.06,0.4282,1
44.05,55.86,23.0,1.1,1.47,0.231,0.675,8.0,2,5,4,1.0,0.06,0.314,0
0.0,47.17,31.0,0.74,0.9,0.176,0.731,3.5,7,4,6,5.0,0.06,0.2321,0
37.15,37.15,5.0,0.0,2.37,-0.183,-0.148,3.0,5,9,4,1.0,0.06,0.3147,1
45.14,57.26,18.0,0.98,2.29,0.309,0.474,4.0,1,5,7,1.0,0.06,0.3173,0
0.0,74.39,20.0,0.12,4.75,0.138,0.284,4.5,3,10,4,1.0,0.06,0.2698,0
0.0,0.0,400.0,1.98,5.96,0.326,0.86,5.0,8,1,4,1.0,0.013,0.1322,0
38.05,38.05,8.0,0.12,5.31,-0.043,-0.064,4.5,4,5,5,1.0,0.06,0.3298,1
0.0,0.0,3.0,0.12,1.44,0.271,0.421,6.0,1,9,5,1.0,0.06,0.1311,1
16.72,16.72,21.0,0.42,1.33,0.376,0.56,4.5,8,7,4,1.0,0.06,0.2403,0
8.52,59.61,10.0,0.84,1.71,0.34,0.314,4.5,8,10,3,9.0,0.1,0.3075,1
30.65,30.65,443.0,3.29,1.04,0.263,0.818,5.5,7,4,5,1.0,0.06,0.191,0
31.61,52.68,262.0,1.2,4.61,0.181,0.558,6.5,6,1,2,1.0,0.06,0.2419,0
21.39,85.55,22.0,0.46,0.27,0.259,0.71,7.0,6,5,7,1.0,0.013,0.3517,0
8.53,76.76,4.0,0.16,3.23,0.224,0.243,5.5,6,2,2,1.0,0.06,0.3334,1
12.49,87.44,16.0,0.12,7.39,0.416,0.832,6.5,9,5,6,1.0,0.06,0.4428,0
6.11,67.2,45.0,1.07,1.23,0.218,0.616,6.0,4,3,6,1.0,0.06,0.2428,0
11.22,36.85,28.0,0.46,0.46,0.448,0.771,7.0,8,8,8,1.0,0.06,0.2512,0
0.0,33.3,37.0,0.58,0.64,0.507,0.818,4.5,6,2,4,3.0,0.06,0.1955,0
12.58,24.6,87.0,0.48,0.43,0.463,0.827,7.5,6,5,5,1.0,0.06,0.1845,0
0.0,37.0,31.0,0.26,0.63,0.391,0.759,7.0,9,9,4,1.0,0.06,0.2346,0
15.05,52.68,86.0,1.18,10.8,0.306,0.573,5.0,4,4,2,1.0,0.06,0.2904,0
0.0,17.71,319.0,0.0,5.26,-0.091,0.008,5.5,4,3,8,1.0,0.06,0.1209,0
14.19,49.65,1191.0,2.35,0.26,0.316,0.409,4.5,6,6,8,1.0,0.06,0.1712,0
0.0,37.28,11.0,0.23,1.76,0.117,0.271,5.5,6,5,1,1.0,0.06,0.2219,1
19.43,77.7,6.0,0.16,1.09,0.129,0.208,5.5,5,5,6,1.0,0.013,0.334,0
6.62,66.17,15.0,0.94,2.88,0.2,0.359,3.5,5,5,3,1.0,0.06,0.2842,0
8.4,25.2,100.0,2.0,3.88,0.132,0.539,4.5,7,3,1,1.0,0.06,0.2014,0
18.97,66.39,7.0,0.46,0.46,0.149,0.535,5.0,3,5,6,1.0,0.06,0.2789,0
8.09,32.37,319.0,0.0,4.31,0.129,0.438,4.5,10,3,7,1.0,0.1,0.195,0
40.77,49.98,6.0,0.58,2.49,0.13,0.422,6.0,6,5,5,1.0,0.06,0.3663,1
0.0,32.76,12.0,0.37,5.17,0.155,0.208,6.0,5,5,8,1.0,0.013,0.2273,0
0.0,0.0,22.0,0.23,0.75,0.164,0.638,3.0,4,4,2,1.0,0.013,0.1423,0
11.05,66.3,13.0,0.12,4.21,0.365,0.635,2.5,7,2,6,6.0,0.06,0.3353,0
12.63,63.15,16.0,0.12,3.92,0.387,0.701,7.0,6,3,2,1.0,0.1,0.3157,0
32.25,64.49,766.0,14.54,0.53,0.443,0.861,8.5,4,7,7,3.0,0.1,0.213,0
52.76,65.4,25.0,0.26,3.42,0.228,0.418,4.5,5,8,4,1.0,0.06,0.4196,0
14.69,51.41,368.0,2.76,2.44,0.203,0.718,1.5,6,3,5,1.0,0.06,0.1874,0
14.68,44.03,105.0,0.78,1.7,0.245,0.672,6.0,3,10,3,1.0,0.06,0.1884,0
9.49,56.96,53.0,0.82,2.54,0.247,0.326,4.0,4,4,3,1.0,0.06,0.2388,0
20.89,83.57,14.0,0.12,2.76,0.191,0.198,3.0,2,7,8,1.0,0.06,0.3202,0
24.19,108.87,28.0,0.35,2.83,0.385,0.7,3.0,5,5,7,8.0,0.06,0.4177,0
0.0,27.19,9.0,1.4,0.86,0.193,0.538,5.0,2,4,4,1.0,0.06,0.1654,0
15.58,27.28,38.0,0.35,4.06,0.267,0.319,7.5,8,10,3,1.0,0.06,0.2671,0
0.0,0.0,4.0,0.12,1.66,0.121,0.518,5.0,4,2,7,3.0,0.06,0.1537,1
7.92,63.33,5.0,0.0,2.14,0.166,0.262,5.5,5,8,3,1.0,0.06,0.2824,1
11.99,83.91,29.0,0.33,6.01,0.244,0.296,4.0,7,5,8,1.0,0.013,0.3814,1
9.97,39.86,3.0,0.46,2.35,0.11,0.389,4.0,4,8,9,1.0,0.06,0.2368,1
8.45,50.68,28.0,4.86,1.56,0.269,0.78,6.5,6,4,2,1.0,0.06,0.2543,0
45.14,57.26,19.0,0.12,1.84,0.301,0.487,2.0,8,6,5,1.0,0.06,0.4092,0
13.08,91.56,12.0,0.23,0.97,0.235,0.487,4.5,8,10,7,1.0,0.06,0.3803,1
21.49,75.2,0.0,0.35,1.04,0.05,0.619,5.0,6,2,4,1.0,0.06,0.3521,0
21.58,97.12,10.0,0.73,2.77,0.396,0.778,7.0,4,6,7,2.0,0.013,0.3811,0
10.14,10.14,16.0,0.89,4.35,0.389,0.625,5.5,7,7,7,1.0,0.06,0.2272,0
8.03,32.12,319.0,0.0,3.94,0.031,-0.013,4.5,5,3,6,1.0,0.06,0.1499,0
0.0,44.23,79.0,5.87,1.73,0.3,0.801,6.0,5,9,3,1.0,0.06,0.1892,0
8.68,34.72,66.0,2.87,3.1,0.13,0.605,3.0,3,1,7,1.0,0.06,0.1894,0
0.0,40.78,4.0,0.37,4.75,0.181,0.736,3.0,6,7,2,4.0,0.06,0.2532,0
0.0,58.92,873.0,3.65,1.68,0.137,0.341,6.5,5,7,8,3.0,0.1,0.1567,0
4.09,32.71,2.0,1.75,5.52,0.111,0.138,6.5,3,4,2,2.0,0.06,0.2235,1
0.0,0.0,10.0,0.26,1.04,0.442,0.764,6.0,5,6,4,1.0,0.013,0.156,0
8.77,87.72,6.0,0.98,1.09,0.257,0.526,5.5,7,4,9,1.0,0.06,0.3501,1
0.0,58.38,135.0,1.28,2.89,0.23,0.503,5.0,6,2,4,1.0,0.1,0.2003,0
0.0,0.0,3.0,0.37,5.02,0.282,0.458,4.0,9,4,4,3.0,0.1,0.2196,1
9.89,59.34,72.0,0.94,2.65,0.367,0.646,4.0,7,5,6,1.0,0.06,0.2681,0
10.77,75.37,5.0,0.0,10.16,0.218,0.393,4.5,3,6,10,1.0,0.06,0.3586,0
0.0,69.76,18.0,0.48,1.85,0.341,0.628,6.0,6,4,2,1.0,0.06,0.2751,0
0.0,28.62,879.0,5.1,0.41,0.445,0.816,4.0,3,2,3,2.0,0.06,0.1056,0
6.16,43.09,53.0,1.51,7.07,0.225,0.643,5.0,6,2,10,1.0,0.06,0.2627,0
0.0,14.55,34.0,1.35,0.69,0.478,0.735,6.5,4,4,6,1.0,0.06,0.1546,0
0.0,0.0,5.0,0.58,1.33,0.251,0.61,5.5,5,6,3,1.0,0.06,0.1595,0
11.76,82.3,15.0,0.99,6.55,0.262,0.364,6.5,5,9,4,6.0,0.013,0.364,0
0.0,0.0,3.0,0.26,1.81,0.211,0.36,5.0,5,7,3,1.0,0.06,0.1629,1
7.14,21.43,355.0,1.09,2.86,0.339,0.38,5.5,6,6,6,1.0,0.06,0.1382,0
0.0,44.25,394.0,0.0,6.22,-0.01,0.205,5.0,6,3,4,1.0,0.06,0.1711,0
0.0,27.97,26.0,0.42,0.15,0.325,0.512,6.5,4,6,2,1.0,0.06,0.1721,0
8.68,34.72,119.0,3.39,0.01,0.155,0.61,3.0,4,3,4,1.0,0.06,0.1575,0
26.01,69.35,106.0,1.41,0.11,0.284,0.562,6.0,2,5,5,1.0,0.06,0.2316,0
0.0,12.07,9.0,13.63,0.63,0.298,0.587,6.5,4,4,3,1.0,0.06,0.1612,0
0.0,34.73,382.0,4.76,1.85,0.418,0.878,4.5,4,7,6,1.0,0.06,0.1233,0
45.98,45.98,6.0,0.26,0.63,0.231,0.297,5.0,4,4,8,1.0,0.1,0.3295,0
8.9,53.39,16.0,0.37,4.29,0.247,0.567,2.0,3,3,8,1.0,0.06,0.2536,0
11.96,71.75,31.0,2.11,5.6,0.367,0.66,4.5,5,9,2,3.0,0.06,0.323,0
0.0,51.63,9.0,0.26,0.63,0.295,0.638,4.0,3,7,1,2.0,0.06,0.2075,0
32.54,45.11,6.0,0.33,0.4,-0.234,-0.185,4.0,7,3,6,3.0,0.06,0.3258,1
16.36,16.36,23.0,0.33,3.66,0.342,0.65,5.5,7,1,5,2.0,0.06,0.2438,0
32.54,45.11,5.0,0.0,3.15,-0.22,-0.115,5.5,2,3,4,1.0,0.06,0.2862,1
17.98,71.91,6.0,0.26,1.44,0.22,0.713,5.0,2,2,3,1.0,0.06,0.283,1
0.0,0.0,5.0,0.0,2.14,0.048,-0.061,5.5,6,6,3,1.0,0.06,0.1723,1
11.3,79.08,12.0,0.12,1.44,0.453,0.844,4.5,4,3,4,1.0,0.06,0.2995,0
4.07,24.42,1696.0,1.32,2.53,0.239,0.136,2.5,4,3,8,1.0,0.06,0.1217,0
9.86,69.01,35.0,0.42,2.94,0.298,0.751,8.0,5,7,4,3.0,0.06,0.2866,0
17.79,71.14,0.0,0.0,8.17,0.036,0.619,6.0,6,6,9,1.0,0.06,0.3984,1
39.83,39.83,32.0,0.23,0.74,0.261,0.606,4.5,3,5,6,1.0,0.06,0.2722,0
0.0,106.91,61.0,1.05,2.59,0.245,0.803,3.5,7,5,7,7.0,0.06,0.3404,0
16.27,65.09,4.0,0.35,2.51,0.317,0.772,5.0,10,6,10,1.0,0.06,0.3806,1
45.14,57.26,20.0,0.49,1.55,0.313,0.4,3.5,7,5,3,1.0,0.013,0.3913,0
13.35,53.4,33.0,0.12,1.44,0.204,0.676,7.0,2,5,4,3.0,0.06,0.2236,0
14.33,57.3,3.0,0.68,0.86,0.195,0.576,4.5,2,2,5,1.0,0.06,0.2444,1
13.61,42.92,7.0,0.0,5.93,0.401,0.582,5.0,3,7,3,5.0,0.06,0.2647,0
0.0,40.11,80.0,0.52,1.6,0.261,0.635,4.5,2,4,1,1.0,0.06,0.1569,0
0.0,21.04,26.0,0.59,2.71,0.443,0.653,5.5,2,6,1,3.0,0.06,0.1607,0
8.25,74.27,27.0,1.3,0.41,0.246,0.659,4.5,5,10,5,1.0,0.013,0.2766,0
6.0,72.04,40.0,0.84,0.02,0.253,0.439,3.0,7,8,1,1.0,0.1,0.2795,0
12.55,50.19,152.0,0.26,5.09,0.24,0.549,7.0,3,2,7,1.0,0.1,0.1921,0
11.74,93.88,13.0,0.16,8.26,0.252,0.481,2.5,7,8,7,1.0,0.06,0.4364,1
8.61,60.27,27.0,0.12,12.75,0.292,0.718,6.5,6,6,2,1.0,0.06,0.3697,0
0.0,22.32,16.0,0.26,8.41,0.456,0.766,4.0,4,4,5,7.0,0.06,0.2204,0
0.0,32.19,10.0,0.0,10.54,0.379,0.818,8.5,2,5,8,5.0,0.06,0.2336,0
7.98,79.8,35.0,0.37,0.69,0.256,0.583,5.5,2,7,4,1.0,0.06,0.2486,0
9.48,28.45,363.0,2.87,2.43,0.29,0.827,6.0,4,5,4,1.0,0.06,0.1334,0
0.0,47.97,24.0,1.4,3.84,0.342,0.621,6.5,5,5,3,1.0,0.06,0.2367,0
0.0,17.08,45.0,0.42,3.9,0.474,0.754,3.0,2,1,5,1.0,0.06,0.1545,0
0.0,57.28,1168.0,7.66,2.17,0.471,0.806,7.0,4,6,5,1.0,0.06,0.1495,0
17.56,44.52,39.0,0.48,0.94,0.377,0.743,3.0,3,4,8,1.0,0.06,0.2227,0
33.73,33.73,5.0,0.0,6.16,-0.208,0.619,5.0,8,5,3,1.0,0.06,0.3719,1
10.35,62.13,45.0,1.51,7.16,0.401,0.698,5.5,5,2,4,1.0,0.013,0.3035,0
9.79,88.15,10.0,0.37,13.1,0.253,0.417,3.0,6,4,6,1.0,0.1,0.452,0
6.92,48.44,16.0,0.59,4.89,0.361,0.603,6.0,4,3,3,1.0,0.1,0.2558,0
18.0,72.01,7.0,0.12,6.87,0.199,0.713,5.0,5,1,7,1.0,0.06,0.3696,1
0.0,11.12,392.0,0.23,7.67,0.38,0.781,5.5,4,5,7,2.0,0.06,0.1246,0
10.85,75.92,32.0,0.42,0.38,0.337,0.666,3.5,4,2,7,1.0,0.06,0.2714,0
0.0,56.93,30.0,0.52,0.16,0.271,0.71,4.5,2,3,4,1.0,0.06,0.1927,0
16.02,112.14,6.0,0.12,1.66,0.248,0.161,3.0,5,5,6,2.0,0.06,0.4034,0
29.76,89.28,13.0,0.91,0.4,0.306,0.808,4.0,7,7,5,6.0,0.06,0.4078,0
10.49,52.43,29.0,0.84,2.14,0.29,0.671,6.0,6,4,3,1.0,0.06,0.2666,0
8.39,75.52,13.0,0.49,0.4,0.376,0.686,6.0,6,8,7,1.0,0.06,0.3002,0
31.73,52.88,313.0,0.85,0.01,0.277,0.606,5.0,5,8,4,1.0,0.06,0.2005,0
7.18,78.96,7.0,0.42,5.77,0.132,0.42,5.0,6,6,7,1.0,0.06,0.3549,1
17.04,68.15,9.0,0.46,0.61,0.331,0.579,7.5,2,2,6,11.0,0.06,0.2652,0
11.75,82.22,47.0,1.3,2.11,0.293,0.472,5.0,9,6,6,1.0,0.013,0.3561,0
38.68,38.68,45.0,1.92,0.54,0.354,0.604,5.0,4,8,1,1.0,0.06,0.2696,0
22.35,67.05,7.0,0.59,3.45,0.092,0.309,7.5,5,5,2,1.0,0.06,0.3409,1
9.14,63.99,16.0,0.48,5.89,0.271,0.56,6.5,8,5,5,1.0,0.06,0.3513,0
24.73,49.46,3.0,0.59,8.64,0.07,0.079,5.0,5,7,5,2.0,0.06,0.3608,1
0.0,11.57,5.0,0.12,1.43,0.192,0.619,6.0,2,7,2,3.0,0.06,0.1506,0
10.8,21.6,348.0,0.66,0.27,0.214,0.429,6.5,5,4,3,1.0,0.06,0.1253,0
0.0,38.3,421.0,3.68,3.83,0.259,0.829,3.5,4,6,4,3.0,0.06,0.136,0
24.43,85.51,14.0,0.0,2.55,0.187,0.225,3.0,4,3,2,1.0,0.06,0.3598,0
36.09,36.09,144.0,1.05,2.85,0.34,0.666,5.0,7,6,4,1.0,0.06,0.2535,0
19.46,77.84,3.0,0.26,5.01,0.039,0.351,5.5,3,2,5,3.0,0.06,0.3447,1
0.0,0.0,78.0,0.59,3.89,0.198,0.489,2.5,4,8,3,2.0,0.06,0.1372,0
38.05,38.05,204.0,4.68,5.47,0.303,0.575,3.5,4,5,10,1.0,0.06,0.2178,0
13.19,65.97,12.0,0.12,2.69,0.36,0.743,4.5,4,5,4,1.0,0.06,0.2897,0
17.5,17.5,23.0,0.26,6.3,0.146,0.284,3.0,1,4,3,10.0,0.06,0.2042,0
0.0,41.23,88.0,0.99,0.3,0.223,0.454,4.5,6,3,5,1.0,0.06,0.1814,0
12.71,88.98,19.0,0.35,1.15,0.415,0.833,4.0,5,7,3,2.0,0.013,0.3294,0
16.95,45.8,75.0,1.71,1.5,0.484,0.753,7.0,5,1,3,1.0,0.06,0.2294,0
0.0,38.87,25.0,0.12,3.69,0.359,0.572,3.0,6,7,7,1.0,0.013,0.2307,0
0.0,82.85,35.0,0.12,1.44,0.356,0.829,7.5,7,7,10,1.0,0.06,0.2986,0
0.0,85.43,0.0,0.94,1.04,0.011,0.619,3.5,5,1,7,1.0,0.06,0.2971,0
20.79,93.53,10.0,0.12,3.27,0.405,0.837,3.5,5,9,6,1.0,0.06,0.3896,0
31.02,62.04,13.0,0.62,1.95,0.29,0.765,4.0,2,4,4,1.0,0.06,0.2998,0
17.39,52.18,18.0,0.74,2.47,0.166,0.588,4.5,5,3,2,1.0,0.06,0.2816,0
19.69,49.23,61.0,0.49,0.55,0.235,0.136,4.0,6,5,10,1.0,0.1,0.2537,0
15.48,36.87,146.0,5.0,6.17,0.331,0.885,8.0,1,3,5,1.0,0.06,0.1707,0
10.95,98.59,50.0,1.07,1.16,0.294,0.653,4.5,4,1,1,3.0,0.06,0.3106,0
0.0,24.9,41.0,1.77,0.97,0.459,0.759,5.5,10,2,3,1.0,0.06,0.2224,0
25.07,100.27,12.0,0.26,1.04,0.26,0.521,4.5,5,2,4,1.0,0.06,0.3955,0
38.79,49.55,5.0,0.26,1.04,0.16,0.426,5.0,3,2,5,1.0,0.06,0.3071,1
56.2,77.03,31.0,0.58,3.51,0.445,0.768,5.5,4,9,2,1.0,0.06,0.4392,0
36.13,36.13,190.0,2.03,0.13,0.342,0.669,5.5,2,2,3,3.0,0.06,0.1644,0
21.9,109.51,330.0,0.37,0.85,0.255,0.731,3.0,10,6,5,1.0,0.06,0.3426,0
9.63,67.44,72.0,1.04,4.04,0.357,0.719,4.0,8,5,3,1.0,0.013,0.3065,0
0.0,85.03,12.0,0.59,1.82,0.233,0.324,4.0,4,5,7,1.0,0.1,0.283,0
10.94,38.3,11.0,1.36,1.93,0.22,0.624,6.0,4,4,3,1.0,0.06,0.2293,0
0.0,12.04,21.0,1.72,1.02,0.289,0.643,5.5,6,6,5,1.0,0.06,0.1751,0
0.0,48.07,8.0,0.33,2.06,0.245,0.288,4.5,5,6,3,1.0,0.06,0.2327,0
0.0,28.85,72.0,1.62,6.64,0.216,0.753,4.0,5,7,8,1.0,0.06,0.2008,0
9.67,87.04,37.0,0.84,0.85,0.245,0.644,6.0,7,5,5,1.0,0.06,0.3283,0
17.99,107.93,17.0,0.84,7.45,0.26,0.412,6.5,9,6,5,1.0,0.06,0.5086,0
0.0,47.85,13.0,0.0,4.92,0.11,0.544,6.0,2,7,5,4.0,0.06,0.2183,0
0.0,18.6,31.0,0.12,1.66,0.404,0.767,6.0,8,8,6,1.0,0.06,0.2021,0
0.0,0.0,5.0,0.16,9.44,0.324,0.451,6.0,4,7,4,1.0,0.06,0.1982,0
0.0,54.54,1229.0,8.18,3.38,0.27,0.493,5.0,8,4,4,1.0,0.06,0.1861,0
9.94,69.61,9.0,0.12,1.66,0.341,0.509,4.0,3,1,4,2.0,0.06,0.2693,1
11.85,82.98,29.0,0.88,0.59,0.403,0.814,4.0,7,5,9,3.0,0.06,0.3294,0
9.39,65.74,48.0,2.37,0.25,0.263,0.844,7.5,5,3,7,2.0,0.06,0.2506,0
6.32,56.92,31.0,0.49,1.38,0.168,0.539,4.5,6,6,4,1.0,0.06,0.2569,0
18.02,32.05,14.0,0.37,5.22,0.313,0.62,6.0,5,4,2,1.0,0.06,0.2702,0
13.05,65.26,1006.0,1.04,7.02,0.45,0.892,5.5,6,4,5,1.0,0.013,0.2358,0
0.0,0.0,0.0,0.23,6.84,0.247,0.539,4.5,6,4,1,1.0,0.06,0.2032,1
20.79,93.53,7.0,0.58,6.69,0.398,0.845,6.5,6,7,6,1.0,0.06,0.4395,0
0.0,32.89,9.0,0.16,1.9,0.266,0.593,5.0,6,3,6,1.0,0.06,0.2169,0
0.0,7.33,4.0,0.48,1.57,0.166,0.322,1.5,3,3,4,1.0,0.06,0.1544,0
8.0,56.0,90.0,2.19,0.96,0.323,0.792,4.5,3,6,7,1.0,0.06,0.1943,0
0.0,9.74,1.0,0.23,3.4,0.082,0.619,3.5,9,7,8,1.0,0.06,0.2251,1
8.95,53.68,16.0,0.37,1.1,0.299,0.463,3.5,6,6,5,8.0,0.06,0.2643,1
30.36,30.36,8.0,0.0,3.06,-0.088,-0.184,2.0,5,5,5,4.0,0.06,0.2863,1
6.0,72.04,53.0,1.07,5.39,0.246,0.723,5.0,3,5,1,1.0,0.06,0.2668,0
0.0,39.18,11.0,1.63,2.63,0.376,0.832,3.0,5,6,9,1.0,0.06,0.2206,0
0.0,16.87,390.0,1.21,2.94,0.362,0.76,3.0,4,8,5,1.0,0.06,0.1106,0
25.26,75.78,8.0,0.71,0.64,0.242,0.466,3.5,4,7,1,1.0,0.06,0.3286,0
0.0,34.03,91.0,1.55,1.33,0.203,0.538,3.0,7,5,2,1.0,0.06,0.1851,0
11.14,55.69,26.0,0.26,2.43,0.34,0.599,3.5,6,4,5,1.0,0.06,0.2784,0
40.77,49.98,4.0,0.82,0.18,0.266,0.654,5.0,5,5,5,1.0,0.06,0.333,0
4.06,28.39,19.0,2.17,8.71,0.227,0.653,7.5,4,7,4,1.0,0.06,0.2406,0
20.51,82.05,17.0,0.58,5.12,0.388,0.875,3.0,4,4,4,1.0,0.06,0.3619,0
9.25,74.02,9.0,0.35,4.79,0.25,0.583,3.5,7,4,4,1.0,0.06,0.3541,0
17.92,71.67,2.0,0.16,1.09,0.063,0.619,5.5,1,2,8,2.0,0.06,0.27,0
14.69,51.41,246.0,3.15,3.48,0.253,0.698,3.0,5,5,7,1.0,0.06,0.1847,0
19.6,98.01,18.0,0.23,0.97,0.208,0.38,6.5,3,5,1,1.0,0.06,0.3409,0
4.18,25.08,1518.0,5.59,0.56,0.277,0.664,3.5,8,3,4,1.0,0.06,0.1409,0
11.1,66.58,13.0,0.42,0.38,0.428,0.818,7.0,4,8,1,2.0,0.06,0.2661,0
